,person,became_member_on,gender,age,income,total_amt,monthly_freq,txn_times,ave_btwn_time,recency,prop_wks_w_txn,ave_txn_amt,num_offers_received,offer_view_rate,offer_complete_rate
1191,24022eeb90164d86b193086aebe1f642,2018-06-28,F,51,100000.0,81.34,4.0,"[414, 462, 480, 576]",54.0,138.0,0.4,20.34,5.0,0.8,0.6
1192,06c2a531fef542cd89877cb9fb10aaeb,2018-01-06,F,60,32000.0,6.69,4.0,"[24, 288, 402, 468]",148.0,246.0,0.6,1.67,3.0,0.67,0.0
1193,d9bd7e93629d4a31a1ee88d082ca5844,2015-09-26,M,80,70000.0,196.12,10.0,"[78, 348, 396, 426, 474, 498, 534, 630, 666, 678]",66.67,36.0,0.8,19.61,5.0,1.0,1.0
1194,b3cb994c5dd24e8e927652617fb04f8c,2018-05-01,M,19,59000.0,15.940000000000001,6.0,"[216, 258, 396, 480, 630, 654]",87.6,60.0,0.6,2.66,5.0,0.6,0.0
1195,983220d3eb664ad5b2dcbe70c8428904,2014-09-08,M,53,34000.0,16.490000000000002,6.0,"[54, 264, 432, 492, 504, 594]",108.0,120.0,0.8,2.75,4.0,0.5,0.0
1196,721808c1895b400f9925d67aba485a62,2017-09-19,M,41,53000.0,7.670000000000001,3.0,"[126, 408, 420]",147.0,294.0,0.4,2.56,5.0,0.8,0.0
1197,dc79b3b2fb79463698a602e13349a737,2016-10-15,F,55,52000.0,106.05,9.0,"[78, 144, 324, 396, 486, 570, 642, 690, 708]",78.75,6.0,1.0,11.78,5.0,1.0,1.0
1198,0c6831f7dc144972882bbeaf710e2034,2017-10-13,M,66,86000.0,250.87,12.0,"[6, 360, 438, 492, 498, 516, 522, 528, 534, 582, 660, 702]",63.27,12.0,0.8,20.91,2.0,1.0,1.0
1199,ac27dd4e3a8a4f02a36ac868c29de650,2017-08-21,F,42,59000.0,111.65,8.0,"[396, 426, 522, 552, 570, 582, 594, 660]",37.71,54.0,0.4,13.96,4.0,1.0,0.5
1200,1db96a9e1efe4c9bb28b5a610e735ec4,2018-04-28,M,77,61000.0,23.3,6.0,"[18, 192, 258, 414, 426, 582]",112.8,132.0,0.8,3.88,6.0,0.5,0.0
1201,469320284e26444187c5d4949e7fdfc6,2018-03-18,M,59,63000.0,0.0,0.0,,715.0,715.0,0.0,0.0,4.0,0.75,0.0
1202,4d5c56fde0e440e1bb838a86a26726fe,2016-01-13,F,77,87000.0,208.97,8.0,"[348, 432, 594, 612, 636, 666, 672, 690]",48.86,24.0,0.6,26.12,4.0,1.0,0.75
1203,ab2cb6b756004af9b12787be834a3e63,2017-04-08,F,58,93000.0,106.21000000000001,5.0,"[342, 348, 444, 558, 630]",72.0,84.0,0.4,21.24,5.0,0.8,0.4
1204,ec2a37b64f6a454aa1967b1a171eca1a,2016-08-05,F,53,99000.0,20.43,1.0,[696],18.0,18.0,0.2,20.43,4.0,0.5,0.25
1205,ab31fd0403f6478b97f7140ba82712a2,2018-05-24,M,43,33000.0,23.39,7.0,"[60, 174, 186, 240, 252, 312, 474]",69.0,240.0,0.6,3.34,4.0,0.5,0.25
1206,f7662fcebd8049b280cc95b70caa1f23,2016-09-11,M,50,39000.0,21.67,13.0,"[72, 186, 192, 240, 246, 252, 288, 354, 396, 432, 558, 666, 684]",51.0,30.0,1.0,1.67,4.0,0.75,0.25
1207,c9121c7664ca4e16b88cf81e8a964cf7,2017-12-08,F,56,76000.0,141.02,6.0,"[234, 252, 372, 492, 570, 690]",91.2,24.0,0.8,23.5,4.0,0.75,0.75
1208,86ee5a4052274038a6eb8f22838e2438,2017-01-15,M,62,50000.0,69.15,5.0,"[78, 84, 354, 432, 696]",154.5,18.0,0.6,13.83,2.0,0.0,0.5
1209,da2cee9684f84f1aa336ddd723a5568a,2017-12-23,M,64,36000.0,104.75999999999999,9.0,"[510, 564, 582, 600, 606, 618, 642, 648, 672]",20.25,42.0,0.4,11.64,6.0,0.67,0.5
1210,4d7d5a156adf4aa4b4a1f5b8851d1e7a,2018-01-18,M,31,44000.0,16.24,5.0,"[180, 228, 300, 348, 546]",91.5,168.0,0.6,3.25,4.0,1.0,0.25
1211,015c3d28c67e46aa95e9ec97c27220e8,2016-03-22,M,56,99000.0,235.41,10.0,"[12, 30, 42, 78, 186, 348, 408, 438, 492, 618]",67.33,96.0,0.8,23.54,5.0,1.0,1.0
1212,3c7108e2cf594134ac0bb027e040afb5,2018-01-16,F,60,99000.0,1039.27,8.0,"[12, 60, 336, 492, 516, 546, 600, 690]",96.86,24.0,0.8,129.91,5.0,0.8,0.8
1213,eae57eab7df940d898b5b32d968ecdc7,2017-01-06,M,51,63000.0,136.96,9.0,"[174, 180, 198, 324, 348, 438, 504, 636, 696]",65.25,18.0,0.8,15.22,3.0,1.0,0.33
1214,9f6b5a9af4e146fba33f0add6b9e2dfc,2017-10-11,M,71,32000.0,65.85,6.0,"[144, 342, 486, 588, 600, 672]",105.6,42.0,0.8,10.98,4.0,0.75,0.25
1215,2ec241c96c134e0eb35e4b99b6dda9d6,2018-03-28,M,80,51000.0,131.54,10.0,"[216, 222, 282, 384, 396, 450, 504, 630, 678, 684]",52.0,30.0,0.8,13.15,5.0,0.8,0.6
1216,c6036dc87d884a5299e7340f0b2b708a,2017-05-16,F,67,87000.0,62.650000000000006,3.0,"[372, 438, 474]",51.0,240.0,0.2,20.88,4.0,0.5,0.25
1217,1b414e7bd29e48e28eeb12d681a0cad4,2015-12-17,F,76,98000.0,65.22,2.0,"[474, 486]",12.0,228.0,0.2,32.61,5.0,0.4,0.2
1218,86e9bda5c9ef4d70a54dc708266dafe2,2017-12-23,M,29,59000.0,163.53,8.0,"[18, 108, 192, 252, 408, 450, 498, 648]",90.0,66.0,0.8,20.44,4.0,0.5,0.5
1219,7a9aaff7143a487084111ccd2c54f448,2018-04-02,F,63,81000.0,60.129999999999995,3.0,"[42, 306, 558]",258.0,156.0,0.6,20.04,5.0,0.6,0.4
1220,501b5637836047bfba730b7cb27d3f70,2017-12-03,F,64,76000.0,53.11,3.0,"[444, 474, 534]",45.0,180.0,0.4,17.7,6.0,1.0,0.33
1221,8546af2069ef41d2adbb52db78b93e47,2014-09-09,M,22,56000.0,41.43,14.0,"[72, 174, 180, 192, 204, 252, 276, 324, 342, 384, 486, 498, 522, 534]",35.54,180.0,0.8,2.96,6.0,0.33,0.33
1222,842fda9faeff4c42a708e20adbccd1dc,2017-12-01,F,52,80000.0,46.32,2.0,"[468, 534]",66.0,180.0,0.4,23.16,6.0,1.0,0.33
1223,bc6f88a8565a43f1883155c8f359bcb0,2016-03-13,F,82,99000.0,250.8,10.0,"[6, 138, 210, 258, 348, 390, 540, 576, 678, 684]",75.33,30.0,1.0,25.08,4.0,1.0,0.5
1224,da6a014ead92493fb5b818c02978ffdc,2017-05-15,F,63,86000.0,98.63,4.0,"[72, 276, 414, 468]",132.0,246.0,0.6,24.66,4.0,0.5,0.5
1225,814349c44a664eb8a27cd7c72a408b1f,2018-07-03,M,27,70000.0,23.99,7.0,"[72, 234, 324, 354, 474, 564, 684]",102.0,30.0,1.0,3.43,6.0,1.0,0.0
1226,9c0a497d7ec348a5a13ec800b688b811,2017-10-10,M,82,86000.0,65.85,3.0,"[240, 324, 618]",189.0,96.0,0.4,21.95,2.0,1.0,0.0
1227,f4e2258e9c23436e8db7dea8a2e12ec5,2017-08-16,F,55,81000.0,1016.93,6.0,"[354, 366, 378, 408, 426, 636]",56.4,78.0,0.4,169.49,5.0,0.4,0.0
1228,5a2660b89e314721b25f2b966846a497,2017-04-18,F,60,115000.0,161.32,5.0,"[6, 18, 168, 282, 384]",94.5,330.0,0.6,32.26,4.0,0.25,0.25
1229,254900378b9e4560b301eac38f5166d7,2018-02-20,F,67,81000.0,18.92,1.0,[582],132.0,132.0,0.2,18.92,4.0,1.0,0.5
1230,5113f5c8e57b4a0d9b42d4919562abd0,2017-09-12,M,44,55000.0,176.34,12.0,"[192, 234, 270, 282, 330, 378, 450, 516, 528, 558, 600, 684]",44.73,30.0,0.8,14.7,6.0,0.5,1.0
1231,a906c9eb943e4fbab2655d893a372705,2015-08-24,M,19,46000.0,46.59,16.0,"[6, 144, 168, 192, 204, 228, 258, 288, 384, 468, 516, 522, 540, 546, 558, 714]",47.2,0.0,1.0,2.91,3.0,1.0,0.33
1232,f7c9157f08384ff29f1d11e9388ed4c2,2018-01-28,M,62,114000.0,70.12,3.0,"[108, 588, 648]",270.0,66.0,0.4,23.37,6.0,0.67,0.5
1233,6959ae9c142a45e8ac7fe34505cc0d41,2016-08-05,F,57,70000.0,142.91,7.0,"[12, 24, 258, 348, 552, 636, 678]",111.0,36.0,1.0,20.42,3.0,0.33,0.67
1234,18d0ef3f15b5463aba2717969f6629a7,2017-10-08,M,75,71000.0,50.0,3.0,"[174, 558, 690]",258.0,24.0,0.6,16.67,4.0,0.5,0.25
1235,7f5d06ea8470483084f4b838227a6c7e,2017-10-30,M,52,73000.0,556.83,7.0,"[18, 36, 252, 342, 426, 576, 630]",102.0,84.0,0.8,79.55,5.0,0.6,0.8
1236,1fa82206929541b6bc0f19f01cd04aa6,2017-04-28,M,69,80000.0,269.74,13.0,"[48, 78, 84, 96, 174, 198, 276, 546, 564, 576, 594, 624, 690]",53.5,24.0,0.8,20.75,6.0,0.67,1.0
1237,93ea5d8c14504668b9d811469475cb02,2017-08-02,F,50,70000.0,128.15,7.0,"[120, 324, 378, 492, 510, 636, 660]",90.0,54.0,0.8,18.31,5.0,0.8,0.2
1238,4cd8bb9655804dceab1b3fd78434f183,2017-08-09,M,63,40000.0,19.330000000000002,6.0,"[24, 120, 180, 264, 396, 690]",133.2,24.0,0.8,3.22,6.0,0.67,0.17
1239,c381677d2703470a9c1f7fddc39a32a6,2018-05-01,F,66,62000.0,0.0,0.0,,715.0,715.0,0.0,0.0,2.0,1.0,0.0
1240,b13775803ef54a42970428c05b9f3dfb,2016-07-21,F,45,61000.0,210.76,13.0,"[12, 24, 66, 84, 132, 216, 336, 462, 468, 510, 582, 624, 678]",55.5,36.0,1.0,16.21,5.0,0.8,1.0
1241,edaf4bf5397248dcacb925996f6a36c8,2016-12-03,F,63,31000.0,138.76,17.0,"[6, 24, 72, 78, 192, 204, 378, 390, 414, 462, 516, 546, 618, 642, 684, 690, 702]",43.5,12.0,1.0,8.16,4.0,1.0,0.75
1242,9debe14001284c9aa55683ad27b653aa,2017-09-12,M,82,62000.0,113.93,9.0,"[30, 78, 90, 156, 222, 258, 468, 612, 696]",83.25,18.0,1.0,12.66,3.0,1.0,1.0
1243,fd98c46aa9c742b1a5369c1cf18b5705,2017-07-29,M,70,47000.0,24.509999999999998,7.0,"[210, 264, 384, 396, 462, 558, 576]",61.0,138.0,0.6,3.5,4.0,1.0,0.5
1244,c32b39e1886d4ec2a895d9a531496f25,2017-12-29,F,60,101000.0,104.61,4.0,"[72, 132, 480, 684]",204.0,30.0,0.6,26.15,6.0,0.83,0.33
1245,e95e8899562f4cad8d53ed81367af82a,2017-04-18,F,85,75000.0,421.17,20.0,"[12, 42, 54, 60, 78, 114, 258, 366, 444, 510, 528, 534, 546, 552, 558, 564, 576, 636, 696, 714]",36.95,0.0,1.0,21.06,5.0,0.6,0.8
1246,e89343c8b43040e1a55945cd6cba387f,2017-12-15,M,57,69000.0,231.38,12.0,"[84, 210, 234, 330, 360, 432, 474, 498, 558, 606, 612, 672]",53.45,42.0,1.0,19.28,6.0,0.67,0.83
1247,eeac54fc267c42838fb3e030b38a309e,2016-04-22,M,28,41000.0,60.56,13.0,"[66, 174, 186, 204, 240, 276, 282, 324, 402, 492, 564, 576, 630]",47.0,84.0,0.8,4.66,4.0,1.0,0.0
1248,baec6fd421ca41948585242e20df9852,2015-08-25,M,59,68000.0,75.47,19.0,"[0, 6, 66, 78, 210, 216, 252, 264, 330, 348, 366, 408, 438, 552, 576, 594, 624, 684, 702]",39.0,12.0,1.0,3.97,5.0,1.0,0.6
1249,481bcb3261a548bdb59df61d5e2a9ce3,2016-04-04,M,57,83000.0,255.21,13.0,"[54, 84, 96, 138, 186, 192, 348, 420, 456, 468, 510, 516, 528]",39.5,186.0,0.8,19.63,5.0,1.0,0.8
1250,e2fde1e26e474422b36954f98454795d,2015-08-20,M,38,46000.0,362.69000000000005,11.0,"[6, 96, 156, 186, 264, 438, 486, 498, 522, 534, 618]",61.2,96.0,0.8,32.97,4.0,0.25,0.75
1251,7055b5fa5f8647618aa14e220b7c6b5c,2016-11-22,M,44,47000.0,157.0,13.0,"[36, 48, 54, 96, 198, 252, 360, 408, 540, 588, 618, 654, 672]",53.0,42.0,1.0,12.08,6.0,0.33,1.0
1252,89e87fe900f941e58b903eb6c444b50f,2018-02-02,M,24,63000.0,17.81,4.0,"[288, 480, 648, 660]",124.0,54.0,0.6,4.45,5.0,0.4,0.2
1253,8e1c2a8b7d7f4bc695ef755c2d2e6df1,2018-03-08,M,76,36000.0,12.52,6.0,"[228, 306, 528, 558, 582, 624]",79.2,90.0,0.4,2.09,5.0,0.4,0.2
1254,5a7af629a0244c35b98846d4fc8d4603,2018-05-25,M,33,33000.0,10.99,5.0,"[78, 264, 468, 546, 588]",127.5,126.0,0.8,2.2,4.0,0.25,0.0
1255,2c969df103ad4ed5a4e9fc6ba6daa8ed,2017-03-03,F,71,72000.0,173.22,8.0,"[30, 102, 132, 162, 168, 528, 636, 696]",95.14,18.0,0.8,21.65,6.0,0.5,0.67
1256,9f1114fcf9f54508a4887d4ac0dc130c,2016-09-29,M,28,60000.0,19.14,4.0,"[36, 144, 444, 624]",196.0,90.0,0.6,4.78,4.0,0.25,0.0
1257,bea7a8fa65284ef98edeeee7cb8abd53,2018-03-14,F,63,58000.0,94.54,8.0,"[156, 210, 408, 456, 468, 474, 498, 606]",64.29,108.0,0.8,11.82,4.0,0.75,1.0
1258,6c785ed987254d2bb2897431e3de7c97,2017-10-14,M,42,74000.0,137.26,8.0,"[78, 162, 222, 378, 420, 606, 636, 678]",85.71,36.0,1.0,17.16,5.0,1.0,0.4
1259,0b5f7c9086c24311a971fef614bafd22,2018-07-22,F,55,53000.0,32.22,4.0,"[246, 342, 444, 660]",138.0,54.0,0.6,8.06,5.0,0.8,0.2
1260,c18566c8d89149a3b87f828a6e22b47b,2017-09-11,F,53,84000.0,1000.57,10.0,"[144, 186, 216, 228, 246, 258, 468, 474, 492, 666]",58.0,48.0,0.8,100.06,3.0,1.0,1.0
1261,352365e0b86342689793a4be4841d920,2018-03-10,M,64,61000.0,15.84,4.0,"[24, 120, 444, 648]",208.0,66.0,0.6,3.96,6.0,0.33,0.0
1262,4ecc12e5805548f88a651633fc52e99e,2014-10-24,M,54,46000.0,60.71,16.0,"[102, 192, 246, 252, 258, 270, 276, 312, 342, 390, 432, 462, 510, 516, 576, 666]",37.6,48.0,0.8,3.79,4.0,0.75,0.25
1263,bb8076bc030e4fd8a90798217906505f,2016-04-11,F,93,59000.0,223.04,14.0,"[192, 198, 204, 234, 270, 378, 396, 426, 444, 498, 528, 546, 558, 606]",31.85,108.0,0.6,15.93,6.0,0.5,0.67
1264,fac7592dd8ee40f1a4f3b5952b25d8c0,2018-06-06,F,24,33000.0,51.480000000000004,7.0,"[90, 198, 324, 504, 564, 594, 624]",89.0,90.0,0.6,7.35,6.0,1.0,0.5
1265,a46cf4bcc5134887a5c11e3e208b045c,2015-01-12,F,48,82000.0,122.87,6.0,"[18, 186, 462, 480, 492, 498]",96.0,216.0,0.6,20.48,5.0,1.0,0.4
1266,36d5a70069e04c0b80bdb2feec41a2db,2018-05-29,M,28,48000.0,8.209999999999999,4.0,"[420, 438, 504, 654]",78.0,60.0,0.4,2.05,6.0,0.67,0.17
1267,2b305dbf84dd441ab8ea26242bcced60,2017-08-01,F,51,98000.0,273.26,11.0,"[282, 330, 360, 390, 414, 420, 426, 486, 552, 606, 636]",35.4,78.0,0.6,24.84,5.0,0.6,0.8
1268,07d157fd060949a38730a1872b668c05,2016-05-09,M,55,91000.0,277.51,10.0,"[252, 270, 306, 354, 384, 468, 480, 528, 582, 690]",48.67,24.0,0.8,27.75,4.0,1.0,1.0
1269,f408ca29e53941d99c2e1f940822039b,2016-11-02,M,23,42000.0,49.65,17.0,"[120, 186, 246, 258, 306, 438, 444, 456, 486, 522, 564, 588, 606, 618, 636, 684, 702]",36.38,12.0,1.0,2.92,6.0,0.67,0.33
1270,3dde94fa581145cb9f206624f1a94d5a,2017-11-14,F,51,56000.0,90.45,7.0,"[168, 258, 306, 336, 366, 522, 660]",82.0,54.0,0.6,12.92,4.0,0.25,0.5
1271,24ca64fbcf5e433fba3554d60b0d0433,2018-02-05,O,20,33000.0,74.2,10.0,"[6, 30, 174, 216, 240, 312, 324, 432, 540, 672]",74.0,42.0,1.0,7.42,4.0,0.5,0.5
1272,c4d1240fc43e4feda07bd58c84b4606c,2015-03-07,M,83,39000.0,23.9,10.0,"[78, 108, 228, 366, 396, 426, 534, 558, 570, 702]",69.33,12.0,1.0,2.39,3.0,1.0,0.0
1273,ea0704e155a54733a6882377ef0eaea1,2017-05-07,M,63,89000.0,297.1,12.0,"[30, 66, 228, 288, 306, 348, 450, 564, 606, 612, 672, 684]",59.45,30.0,1.0,24.76,6.0,0.5,1.0
1274,90e5d2a83ab744d99e01128adfa49d7c,2016-10-07,M,53,50000.0,130.0,11.0,"[228, 240, 258, 270, 288, 378, 396, 456, 528, 546, 588]",36.0,126.0,0.6,11.82,5.0,1.0,0.8
1275,dec189ccab874c059b32e2c6596c362d,2016-10-12,O,47,39000.0,87.71,8.0,"[72, 342, 402, 456, 522, 552, 564, 630]",79.71,84.0,0.6,10.96,3.0,1.0,1.0
1276,2b5f2abb89e44c208bb88e64cce13f43,2016-09-14,M,86,55000.0,182.3,15.0,"[66, 96, 108, 114, 132, 162, 354, 390, 438, 450, 456, 468, 474, 582, 660]",42.43,54.0,0.6,12.15,4.0,0.75,1.0
1277,b1f4ece7d49342628a9ed77aee2cde58,2018-01-05,M,37,64000.0,133.02,32.0,"[6, 12, 18, 24, 30, 102, 108, 114, 120, 168, 198, 264, 318, 366, 372, 390, 408, 414, 426, 462, 468, 474, 480, 516, 540, 582, 606, 618, 630, 648, 654, 690]",22.06,24.0,1.0,4.16,5.0,1.0,0.8
1278,f1101e6c53564404a8e163e482c421df,2017-08-21,F,49,104000.0,57.34,2.0,"[78, 306]",228.0,408.0,0.4,28.67,6.0,0.83,0.17
1279,158937e9d76e4ca7923a8b5499564f5d,2016-09-29,M,61,81000.0,180.57,9.0,"[36, 72, 138, 426, 492, 516, 552, 618, 702]",83.25,12.0,0.8,20.06,5.0,0.8,0.6
1280,b1738645627a49c1b85c47c78905698d,2017-11-06,M,66,42000.0,7.08,4.0,"[132, 366, 390, 420]",96.0,294.0,0.4,1.77,6.0,0.5,0.0
1281,e26309c6dfc845d09ae8812d2c3282cc,2015-11-13,F,37,60000.0,184.46,13.0,"[6, 18, 42, 48, 102, 168, 204, 234, 414, 474, 642, 648, 654]",54.0,60.0,0.8,14.19,6.0,0.5,0.67
1282,77285ad5e23b4777929521ff377719d0,2018-01-04,M,70,73000.0,40.8,2.0,"[480, 582]",102.0,132.0,0.4,20.4,5.0,1.0,0.4
1283,e0a019943def4c7f97e90381139876fb,2017-10-21,F,65,53000.0,66.39,5.0,"[132, 360, 624, 672, 702]",142.5,12.0,0.8,13.28,3.0,0.67,0.33
1284,45f2ec3384a8485c83d874637fd14852,2017-03-26,M,45,67000.0,76.21000000000001,20.0,"[42, 84, 144, 174, 180, 210, 234, 252, 270, 282, 288, 384, 408, 456, 468, 510, 552, 564, 690, 708]",35.05,6.0,1.0,3.81,5.0,0.8,0.4
1285,24768f77cf174c6d9cd7a8c5b7f7a4c3,2018-04-27,M,40,57000.0,58.78,3.0,"[102, 342, 390]",144.0,324.0,0.4,19.59,4.0,1.0,0.25
1286,5a7fd20781d64e8baaef972ac4c9e7ce,2018-04-21,F,62,55000.0,59.989999999999995,5.0,"[138, 276, 300, 366, 684]",136.5,30.0,0.8,12.0,5.0,1.0,0.2
1287,bf3292eafc2f468ea68d4f5b0e8fa35a,2017-12-17,M,42,52000.0,46.07,3.0,"[174, 210, 618]",222.0,96.0,0.4,15.36,6.0,1.0,0.33
1288,8e508511652c446a9debf0c20f5f5163,2016-02-07,M,64,108000.0,184.82,9.0,"[198, 300, 372, 396, 576, 624, 642, 666, 678]",60.0,36.0,0.8,20.54,5.0,0.8,0.8
1289,8fc40f08bcc7442796802b19ffcc9e04,2017-08-03,M,70,105000.0,141.51,5.0,"[180, 492, 498, 510, 672]",123.0,42.0,0.8,28.3,6.0,0.33,1.0
1290,5e96817ba222461badbf789a149689de,2017-02-28,M,29,41000.0,103.28,10.0,"[78, 180, 216, 228, 426, 456, 570, 630, 678, 708]",70.0,6.0,1.0,10.33,3.0,1.0,0.67
1291,1bd4211f13814808b1eb71c087e9b391,2016-10-17,M,37,69000.0,239.67000000000002,15.0,"[42, 78, 132, 162, 312, 438, 474, 486, 504, 516, 570, 594, 648, 666, 696]",46.71,18.0,1.0,15.98,5.0,0.8,0.8
1292,5d048a36203c483facb5ed09983ab388,2017-04-03,M,59,74000.0,289.76,15.0,"[0, 30, 120, 162, 216, 348, 390, 408, 510, 528, 546, 594, 618, 624, 642]",45.86,72.0,0.8,19.32,5.0,1.0,0.8
1293,1d755c218f714559a57ee7df7e6b1ca0,2016-01-10,M,20,62000.0,80.17,26.0,"[12, 18, 30, 60, 132, 144, 186, 198, 222, 228, 336, 372, 396, 408, 414, 480, 486, 492, 540, 564, 594, 612, 618, 660, 678, 696]",27.36,18.0,1.0,3.08,6.0,1.0,0.5
1294,380b49a656034958a35e036ed4168e48,2018-03-08,M,47,54000.0,29.71,2.0,"[462, 624]",162.0,90.0,0.4,14.86,4.0,0.75,0.25
1295,7f11b9f1960f4516ac628a07622cf833,2018-03-27,M,37,48000.0,8.620000000000001,5.0,"[354, 438, 450, 522, 564]",52.5,150.0,0.4,1.72,3.0,1.0,0.0
1296,7d66deb1596942dbb626b4f31a4b44f8,2018-06-18,M,89,82000.0,18.08,1.0,[582],132.0,132.0,0.2,18.08,3.0,0.67,0.33
1297,a6937b83abe649b38e3c019e559345df,2017-09-24,M,23,34000.0,597.85,17.0,"[216, 270, 378, 384, 408, 414, 426, 456, 462, 474, 546, 558, 576, 582, 588, 612, 636]",26.25,78.0,0.6,35.17,6.0,1.0,0.67
1298,762822c51407472b9b10f3520e7b6198,2017-12-26,M,55,80000.0,36.91,2.0,"[462, 678]",216.0,36.0,0.4,18.45,4.0,0.75,0.5
1299,8c3c10f681674fd798b5957060bbf302,2018-07-13,F,48,46000.0,376.21,6.0,"[228, 246, 300, 336, 594, 702]",94.8,12.0,0.8,62.7,4.0,0.75,0.75
1300,0e6943735578469cada541e3654a5693,2015-09-01,M,42,48000.0,44.19,12.0,"[132, 144, 366, 426, 474, 492, 516, 546, 606, 642, 648, 690]",50.73,24.0,0.8,3.68,4.0,0.75,0.25
1301,9f02eeb4d5d2474c96b1e3b0253a0df9,2016-10-21,F,52,114000.0,261.36,10.0,"[54, 84, 174, 204, 270, 408, 438, 504, 510, 558]",56.0,156.0,0.8,26.14,5.0,0.8,0.6
1302,23be2bae33d54da884c7ff0230fc241f,2016-05-14,M,38,47000.0,129.56,13.0,"[42, 210, 300, 348, 360, 426, 462, 474, 522, 582, 600, 642, 672]",52.5,42.0,1.0,9.97,5.0,0.8,1.0
1303,b6f831aeda5f4183ab523e07e1eff7f7,2017-09-06,M,35,42000.0,497.55,18.0,"[12, 30, 42, 54, 108, 120, 144, 162, 168, 180, 204, 240, 252, 438, 642, 672, 678, 714]",41.29,0.0,1.0,27.64,4.0,0.75,0.75
1304,f0e126082e4940749c3087f8016106a0,2015-08-31,M,53,104000.0,22.08,1.0,[498],216.0,216.0,0.2,22.08,2.0,0.0,0.5
1305,842d5869a6764e1f9582470653fde953,2015-08-21,F,82,65000.0,67.07,4.0,"[354, 450, 558, 648]",98.0,66.0,0.4,16.77,2.0,1.0,0.5
1306,04ca68b26ef14fbc96eb01ab1f2d1fc2,2015-02-13,M,32,57000.0,28.66,10.0,"[24, 36, 102, 150, 180, 270, 420, 426, 606, 624]",66.67,90.0,0.8,2.87,5.0,0.6,0.0
1307,267e47de94fd46b1afa96dea1c9d3cbf,2018-07-26,M,28,33000.0,5.930000000000001,7.0,"[66, 84, 210, 216, 270, 552, 630]",94.0,84.0,0.6,0.85,6.0,0.83,0.0
1308,0f4a7a715cfc440796175a7c5afb168f,2017-07-03,F,62,96000.0,249.12,10.0,"[24, 66, 132, 180, 318, 528, 546, 552, 588, 654]",70.0,60.0,0.6,24.91,3.0,1.0,1.0
1309,df9432ca99b74a379977df79fe948aa4,2018-02-25,F,92,63000.0,14.64,4.0,"[108, 246, 588, 594]",162.0,120.0,0.6,3.66,6.0,0.33,0.0
1310,da72743f0fd04812a1b9334b0b9ad403,2017-10-02,M,49,67000.0,14.850000000000001,5.0,"[78, 222, 228, 618, 660]",145.5,54.0,0.6,2.97,4.0,0.5,0.0
1311,d62ec1401c65445ab4e425f4c263a289,2017-12-05,M,82,115000.0,167.91000000000003,6.0,"[180, 318, 408, 510, 612, 708]",105.6,6.0,0.8,27.99,5.0,0.6,0.6
1312,fc12f97780a245f39af4f3516224edd1,2014-06-18,M,41,57000.0,55.24,15.0,"[342, 348, 372, 384, 390, 408, 468, 528, 534, 546, 606, 636, 660, 666, 684]",24.43,30.0,0.6,3.68,6.0,0.67,0.5
1313,df0f7b3282b047b79713a6d86fbceba5,2016-01-17,M,75,89000.0,682.9,9.0,"[78, 102, 114, 198, 240, 300, 558, 588, 678]",75.0,36.0,0.8,75.88,4.0,0.75,1.0
1314,86bb1d4a590f44ccabaef642015e70db,2017-12-18,M,61,35000.0,20.55,6.0,"[240, 402, 444, 468, 612, 666]",85.2,48.0,0.6,3.42,6.0,0.5,0.5
1315,2cad48dcddc44f9dac43c2d9b476535b,2015-10-18,F,61,49000.0,46.46,15.0,"[216, 336, 372, 390, 396, 444, 468, 498, 522, 558, 600, 624, 636, 672, 684]",33.43,30.0,0.8,3.1,6.0,0.83,0.33
1316,50e273dc67134760b08bfe7e933099c0,2016-05-20,F,30,56000.0,52.17,15.0,"[228, 240, 246, 252, 270, 354, 378, 384, 438, 468, 474, 516, 534, 564, 588]",25.71,126.0,0.6,3.48,5.0,0.6,0.4
1317,80277bc9a67b48a2868c740036d7cbd4,2013-09-14,M,54,72000.0,75.95,18.0,"[210, 252, 276, 282, 300, 354, 402, 408, 450, 504, 510, 522, 540, 564, 618, 648, 654, 696]",28.59,18.0,0.8,4.22,6.0,0.67,0.67
1318,23670c58129045a19d02cff135cd48ba,2017-08-17,F,52,84000.0,160.78,7.0,"[216, 348, 366, 396, 606, 612, 696]",80.0,18.0,0.8,22.97,4.0,1.0,0.5
1319,b4e06068cce54e3d9c3c55ad6f0e5065,2018-05-16,M,43,42000.0,22.7,8.0,"[66, 90, 108, 150, 270, 312, 444, 510]",63.43,204.0,0.8,2.84,6.0,0.17,0.17
1320,d2b1a60725724b3ca80a282af0e79703,2014-01-17,M,32,52000.0,56.58,16.0,"[138, 192, 336, 342, 378, 396, 444, 450, 474, 510, 546, 552, 564, 642, 648, 684]",36.4,30.0,1.0,3.54,6.0,1.0,0.5
1321,d0de5df4a59845fc865659b10adfb80e,2017-10-21,F,35,74000.0,227.77,11.0,"[6, 66, 96, 108, 120, 174, 198, 258, 342, 432, 546]",54.0,168.0,0.8,20.71,5.0,0.8,0.8
1322,1793d1eadd7f40998f69eff43c7cd3c3,2014-11-03,M,31,69000.0,34.36,7.0,"[24, 258, 342, 402, 540, 612, 690]",111.0,24.0,1.0,4.91,5.0,0.2,0.4
